Date,Close,High,Low,Open,Volume
1980-12-12,0.0985966473817825,0.0990253046674213,0.0985966473817825,0.0985966473817825,469033600.0
1980-12-15,0.0934527739882469,0.0938814311544868,0.0934527739882469,0.0938814311544868,175884800.0
1980-12-16,0.0865935534238815,0.0870222049421365,0.0865935534238815,0.0870222049421365,105728000.0
1980-12-17,0.0887368395924568,0.0891654969169813,0.0887368395924568,0.0887368395924568,86441600.0
1980-12-18,0.0913095101714134,0.0917381616368744,0.0913095101714134,0.0913095101714134,73449600.0
1980-12-19,0.0968819856643676,0.0973106427552303,0.0968819856643676,0.0968819856643676,48630400.0
1980-12-22,0.1015972420573234,0.1020266663162583,0.1015972420573234,0.1015972420573234,37363200.0
1980-12-23,0.1058845147490501,0.1063131719227438,0.1058845147490501,0.1058845147490501,46950400.0
1980-12-24,0.1114570274949073,0.1118856846833269,0.1114570274949073,0.1114570274949073,48003200.0
1980-12-26,0.1217454746365547,0.1221741317417055,0.1217454746365547,0.1217454746365547,55574400.0
1980-12-29,0.1234601512551307,0.1238888085673707,0.1234601512551307,0.1234601512551307,93161600.0
1980-12-30,0.1204595565795898,0.1208882023864887,0.1204595565795898,0.1208882023864887,68880000.0
1980-12-31,0.1170303598046302,0.1174590171990813,0.1170303598046302,0.1174590171990813,35750400.0
1981-01-02,0.1183162555098533,0.1191735698275431,0.1183162555098533,0.1183162555098533,21660800.0
1981-01-05,0.115744337439537,0.1161729831587107,0.115744337439537,0.1161729831587107,35728000.0
1981-01-06,0.1105997338891029,0.1110283911580259,0.1105997338891029,0.1110283911580259,45158400.0
1981-01-07,0.1058845147490501,0.1063131719227438,0.1058845147490501,0.1063131719227438,55686400.0
1981-01-08,0.1037412583827972,0.1041699041367584,0.1037412583827972,0.1041699041367584,39827200.0
1981-01-09,0.1093138083815574,0.1097424657871479,0.1093138083815574,0.1093138083815574,21504000.0
1981-01-12,0.1084564253687858,0.109313728103335,0.1084564253687858,0.109313728103335,23699200.0
1981-01-13,0.104598544538021,0.1050272016701722,0.104598544538021,0.1050272016701722,23049600.0
1981-01-14,0.1050272211432457,0.105455878354874,0.1050272211432457,0.1050272211432457,14291200.0
1981-01-15,0.1071704775094986,0.1080277803397694,0.1071704775094986,0.1071704775094986,14067200.0
1981-01-16,0.1063131839036941,0.1067418411256952,0.1063131839036941,0.1067418411256952,13395200.0
1981-01-19,0.1127429753541946,0.1131716324960048,0.1127429753541946,0.1127429753541946,41574400.0
1981-01-20,0.1093138083815574,0.1097424657871479,0.1093138083815574,0.1097424657871479,30083200.0
1981-01-21,0.1114570274949073,0.1123143304247097,0.1114570274949073,0.1114570274949073,15904000.0
1981-01-22,0.1127429753541946,0.113600289637815,0.1127429753541946,0.1127429753541946,35548800.0
1981-01-23,0.1123143807053566,0.1131716954659964,0.1123143807053566,0.1127430380856765,11222400.0
1981-01-26,0.1105997338891029,0.1110283911580259,0.1105997338891029,0.1110283911580259,24640000.0
1981-01-27,0.109742447733879,0.1105997509569861,0.109742447733879,0.1105997509569861,23699200.0
1981-01-28,0.1063131839036941,0.1067418411256952,0.1063131839036941,0.1067418411256952,28156800.0
1981-01-29,0.1024552434682846,0.1028839004880742,0.1024552434682846,0.1028839004880742,43904000.0
1981-01-30,0.0968819856643676,0.097739299846093,0.0968819856643676,0.097739299846093,46188800.0
1981-02-02,0.0913095101714134,0.0917381616368744,0.0913095101714134,0.0917381616368744,23766400.0
1981-02-03,0.0947387292981147,0.0951673806934854,0.0947387292981147,0.0947387292981147,19152000.0
1981-02-04,0.0981679558753967,0.0985966015145899,0.0981679558753967,0.0981679558753967,27865600.0
1981-02-05,0.0981679558753967,0.0990252586008172,0.0981679558753967,0.0981679558753967,7929600.0
1981-02-06,0.0985966473817825,0.0990253046674213,0.0985966473817825,0.0985966473817825,13865600.0
1981-02-09,0.0934527739882469,0.0943100825972085,0.0934527739882469,0.0943100825972085,16755200.0
1981-02-10,0.0934527739882469,0.0938814311544868,0.0934527739882469,0.0934527739882469,18345600.0
1981-02-11,0.0904522016644477,0.0908808531306076,0.0904522016644477,0.0908808531306076,13843200.0
1981-02-12,0.0895941406488418,0.0900235648873612,0.0895941406488418,0.0900235648873612,14560000.0
1981-02-13,0.0874508991837501,0.0883082083065004,0.0874508991837501,0.0883082083065004,11155200.0
